Toss Decision,Match ID,Toss Winner,Team1,Team2,Winner,DL Method,Total Balls
,673,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,241.0
,674,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0.0,253.0
,677,Deccan Chargers,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,0.0,245.0
,682,Delhi Capitals,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,683,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,0.0,248.0
,686,Kolkata Knight Riders,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,0.0,251.0
,692,Kings XI Punjab,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0.0,232.0
,693,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,255.0
,696,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,0.0,203.0
,698,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,0.0,246.0
,702,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,247.0
,703,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0.0,252.0
,704,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,250.0
,710,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,217.0
,711,Deccan Chargers,Mumbai Indians,Deccan Chargers,Deccan Chargers,0.0,249.0
,716,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,0.0,242.0
,717,Delhi Daredevils,Delhi Daredevils,Mumbai Indians,Mumbai Indians,0.0,218.0
,718,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,0.0,247.0
,719,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0.0,247.0
,722,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0.0,241.0
,725,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,0.0,242.0
,729,Mumbai Indians,Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,0.0,218.0
,732,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0.0,238.0
,733,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0.0,257.0
,734,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,248.0
,737,Rajasthan Royals,Pune Warriors,Rajasthan Royals,Pune Warriors,0.0,239.0
,740,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0.0,239.0
,741,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,238.0
,743,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,0.0,221.0
,748,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0.0,235.0
,750,Rajasthan Royals,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0.0,249.0
field,3,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,1.0,159.0
,4,Gujarat Lions,Kings XI Punjab,Gujarat Lions,Gujarat Lions,0.0,244.0
,5,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,248.0
,6,Rising Pune Supergiants,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,1.0,196.0
,10,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,0.0,246.0
,14,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0.0,185.0
,17,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0.0,229.0
,19,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,231.0
,23,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,0.0,212.0
,25,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,0.0,247.0
,26,Gujarat Lions,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,0.0,245.0
,27,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,28,Kochi Tuskers Kerala,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0.0,226.0
,29,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,0.0,248.0
,30,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0.0,244.0
,31,Rajasthan Royals,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0.0,245.0
,36,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0.0,255.0
,39,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0.0,224.0
,40,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,0.0,245.0
,41,Chennai Super Kings,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0.0,231.0
,42,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0.0,236.0
,43,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0.0,247.0
,46,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0.0,252.0
,47,Deccan Chargers,Pune Warriors,Deccan Chargers,Deccan Chargers,0.0,243.0
,50,Rajasthan Royals,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,0.0,252.0
,56,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,247.0
,58,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,248.0
,64,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,0.0,245.0
,65,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0.0,233.0
,69,Delhi Daredevils,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0.0,251.0
,70,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,0.0,232.0
,73,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0.0,234.0
,74,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,0.0,245.0
,76,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,238.0
,78,Sunrisers Hyderabad,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0.0,252.0
,79,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0.0,239.0
,80,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,245.0
,81,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,0.0,247.0
,82,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0.0,183.0
,84,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,0.0,235.0
,85,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,214.0
,86,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,0.0,242.0
,88,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,0.0,243.0
,89,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,242.0
,90,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Mumbai Indians,0.0,241.0
,91,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,0.0,233.0
,92,Mumbai Indians,Mumbai Indians,Pune Warriors,Pune Warriors,0.0,247.0
,94,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,,0.0,259.0
,95,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0.0,255.0
,96,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0.0,249.0
,98,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0.0,233.0
,99,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,0.0,244.0
,100,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,246.0
,101,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,0.0,249.0
,104,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,242.0
,105,Sunrisers Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,0.0,235.0
,106,Gujarat Lions,Gujarat Lions,Kings XI Punjab,Kings XI Punjab,0.0,245.0
,108,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,0.0,247.0
,109,Kings XI Punjab,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,251.0
,111,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,221.0
,112,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,0.0,239.0
,113,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,0.0,227.0
,116,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,0.0,246.0
,117,Rajasthan Royals,Rajasthan Royals,Pune Warriors,Rajasthan Royals,0.0,241.0
,119,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,0.0,227.0
,120,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,230.0
,121,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0.0,244.0
,122,Royal Challengers Bangalore,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,248.0
,123,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,0.0,248.0
,124,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0.0,234.0
,125,Delhi Capitals,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0.0,241.0
,126,Kolkata Knight Riders,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,0.0,237.0
,127,Chennai Super Kings,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,0.0,218.0
,128,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,0.0,244.0
,130,Delhi Daredevils,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,0.0,243.0
,131,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,253.0
,132,Delhi Daredevils,Delhi Daredevils,Pune Warriors,Pune Warriors,0.0,252.0
,133,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,,0.0,267.0
,134,Kolkata Knight Riders,Kolkata Knight Riders,Kochi Tuskers Kerala,Kochi Tuskers Kerala,0.0,245.0
,135,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,230.0
,136,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,0.0,215.0
,137,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,1.0,187.0
,139,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0.0,255.0
,140,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0.0,248.0
,141,Mumbai Indians,Mumbai Indians,Delhi Capitals,Delhi Capitals,0.0,246.0
,142,Delhi Daredevils,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,248.0
,144,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Rajasthan Royals,Kochi Tuskers Kerala,0.0,161.0
,147,Kolkata Knight Riders,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,0.0,244.0
,150,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Mumbai Indians,0.0,252.0
,151,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,242.0
,152,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,0.0,249.0
,153,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,244.0
,154,Deccan Chargers,Delhi Daredevils,Deccan Chargers,Deccan Chargers,0.0,237.0
,155,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,145.0
,158,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,0.0,248.0
,159,Rising Pune Supergiants,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,1.0,193.0
,160,Chennai Super Kings,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,0.0,247.0
,163,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0.0,235.0
,164,Deccan Chargers,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,0.0,249.0
,165,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,220.0
,166,Gujarat Lions,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,0.0,214.0
,167,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,1.0,151.0
,169,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0.0,242.0
,172,Delhi Daredevils,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,0.0,223.0
,173,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,0.0,239.0
,174,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,Kochi Tuskers Kerala,0.0,247.0
,175,Kolkata Knight Riders,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,0.0,200.0
,177,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,0.0,251.0
,178,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,0.0,250.0
,179,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,1.0,196.0
,180,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,Deccan Chargers,0.0,243.0
,181,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,0.0,257.0
,184,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,0.0,248.0
,188,Mumbai Indians,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,215.0
,189,Mumbai Indians,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0.0,242.0
,190,Kings XI Punjab,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,0.0,247.0
,191,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,216.0
,192,Deccan Chargers,Kings XI Punjab,Deccan Chargers,Deccan Chargers,0.0,247.0
,193,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,0.0,252.0
,194,Kings XI Punjab,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,0.0,252.0
,195,Rajasthan Royals,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,0.0,237.0
,200,Chennai Super Kings,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0.0,244.0
,201,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,0.0,250.0
,203,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,0.0,243.0
,205,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,0.0,245.0
,207,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,0.0,246.0
,208,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,0.0,238.0
,211,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,212,Sunrisers Hyderabad,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,0.0,216.0
,213,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0.0,247.0
,214,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,,0.0,259.0
,215,Delhi Capitals,Delhi Capitals,Kings XI Punjab,Delhi Capitals,0.0,248.0
,216,Royal Challengers Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,0.0,250.0
,217,Deccan Chargers,Deccan Chargers,Mumbai Indians,Mumbai Indians,0.0,239.0
,219,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,0.0,246.0
,220,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0.0,251.0
,222,Pune Warriors,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,0.0,237.0
,224,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,226.0
,226,Royal Challengers Bangalore,Royal Challengers Bangalore,Rising Pune Supergiant,Rising Pune Supergiant,0.0,250.0
,227,Kolkata Knight Riders,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,0.0,241.0
,228,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,0.0,252.0
,229,Rising Pune Supergiants,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,0.0,248.0
,231,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,0.0,251.0
,233,Deccan Chargers,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0.0,246.0
,235,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0.0,243.0
,236,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0.0,245.0
,237,Deccan Chargers,Deccan Chargers,Mumbai Indians,Mumbai Indians,0.0,245.0
,240,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,0.0,248.0
,241,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,1.0,184.0
,242,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,0.0,246.0
,243,Mumbai Indians,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,0.0,249.0
,244,Kolkata Knight Riders,Kolkata Knight Riders,Pune Warriors,Pune Warriors,0.0,244.0
,245,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,Deccan Chargers,0.0,249.0
,247,Rising Pune Supergiant,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,0.0,238.0
,249,Delhi Daredevils,Delhi Daredevils,Gujarat Lions,Gujarat Lions,0.0,242.0
,250,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0.0,246.0
,252,Deccan Chargers,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,0.0,254.0
,253,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,225.0
,254,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,0.0,51.0
,255,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,0.0,251.0
,258,Kings XI Punjab,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,0.0,235.0
,259,Deccan Chargers,Mumbai Indians,Deccan Chargers,Deccan Chargers,0.0,202.0
,260,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,0.0,242.0
,263,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,0.0,247.0
,265,Delhi Daredevils,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,0.0,229.0
,266,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,0.0,246.0
,267,Sunrisers Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,0.0,245.0
,270,Rajasthan Royals,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,0.0,246.0
,271,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,0.0,253.0
,272,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,241.0
,273,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,237.0
,275,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,0.0,249.0
,276,Kolkata Knight Riders,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,245.0
,278,Mumbai Indians,Mumbai Indians,Chennai Super Kings,Mumbai Indians,0.0,248.0
,280,Royal Challengers Bangalore,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,0.0,244.0
,282,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0.0,251.0
,285,Kochi Tuskers Kerala,Kochi Tuskers Kerala,Deccan Chargers,Deccan Chargers,0.0,228.0
,286,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,242.0
,287,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,245.0
,288,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,236.0
,289,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,0.0,252.0
,291,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,0.0,242.0
,292,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,Mumbai Indians,0.0,238.0
,296,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,0.0,247.0
,297,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,217.0
,298,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,0.0,249.0
,299,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,249.0
,300,Delhi Capitals,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,0.0,245.0
,301,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,217.0
,302,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,1.0,146.0
,303,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0.0,246.0
,304,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,249.0
,305,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,246.0
,306,Gujarat Lions,Gujarat Lions,Mumbai Indians,Gujarat Lions,0.0,236.0
,307,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,0.0,246.0
,308,Kings XI Punjab,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,0.0,157.0
,311,Gujarat Lions,Kings XI Punjab,Gujarat Lions,Gujarat Lions,0.0,233.0
,313,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,,0.0,128.0
,316,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,0.0,232.0
,317,Delhi Daredevils,Pune Warriors,Delhi Daredevils,Delhi Daredevils,0.0,247.0
,319,Delhi Daredevils,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,0.0,207.0
,320,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,0.0,223.0
,323,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0.0,237.0
,325,Chennai Super Kings,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,0.0,257.0
,328,Rajasthan Royals,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0.0,251.0
,329,Delhi Daredevils,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,0.0,240.0
,330,Mumbai Indians,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,0.0,249.0
,331,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,229.0
,332,Rajasthan Royals,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,0.0,209.0
,333,Mumbai Indians,Mumbai Indians,Rising Pune Supergiant,Rising Pune Supergiant,0.0,252.0
,336,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Daredevils,,0.0,258.0
,337,Kolkata Knight Riders,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,0.0,236.0
,338,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0.0,246.0
,339,Mumbai Indians,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,0.0,251.0
,340,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,251.0
,341,Sunrisers Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,0.0,241.0
,342,Gujarat Lions,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,0.0,249.0
,343,Mumbai Indians,Mumbai Indians,Rajasthan Royals,Mumbai Indians,0.0,202.0
,347,Kings XI Punjab,Kings XI Punjab,Deccan Chargers,Deccan Chargers,0.0,239.0
,348,Mumbai Indians,Mumbai Indians,Gujarat Lions,Mumbai Indians,0.0,251.0
,349,Kings XI Punjab,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,0.0,243.0
,353,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,1.0,196.0
,354,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,0.0,239.0
,355,Kings XI Punjab,Kings XI Punjab,Pune Warriors,Kings XI Punjab,0.0,225.0
,358,Mumbai Indians,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,0.0,254.0
,359,Kings XI Punjab,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,0.0,243.0
,360,Sunrisers Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,0.0,218.0
,362,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,0.0,231.0
