POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings,Year
1926,Pawan Negi,45.5,7,3,25,1,0,3,0,2019
1927,Deepak Hooda,45.5,11,1,1,5,1,10,0,2019
1928,Varun Aaron,44.5,5,4,28,0,0,1,0,2019
1929,Stuart Binny,43,8,1,13,5,4,0,0,2019
1930,Oshane Thomas,42,4,5,22,0,0,1,0,2019
1931,Shimron Hetmyer,42,5,0,0,4,7,3,0,2019
1932,Washington Sundar,40,3,4,21,0,0,2,0,2019
1933,Sandeep Warrier,39.5,3,2,30,0,0,1,0,2019
1934,Ishan Kishan,39,7,0,0,8,4,2,0,2019
1935,Yuvraj Singh,38.5,4,0,0,7,6,0,0,2019
1936,Lockie Ferguson,37,5,2,30,0,0,0,0,2019
1937,Gurkeerat Mann Singh,37,3,0,0,11,2,1,0,2019
1938,Martin Guptill,37,3,0,0,4,7,1,0,2019
1939,Colin Munro,36.5,4,0,0,9,4,0,0,2019
1940,Dale Steyn,34,2,4,20,0,0,0,0,2019
1941,Arshdeep Singh,30.5,3,3,20,0,0,0,0,2019
1942,Tim Southee,30,3,1,19,0,0,3,0,2019
1943,Ish Sodhi,29,2,4,15,0,0,0,0,2019
1944,Shakib Al Hasan,29,3,2,22,0,0,0,0,2019
1945,Jayant Yadav,25.5,2,1,17,0,0,2,0,2019
1946,Evin Lewis,24.5,3,0,0,4,2,3,0,2019
1947,Scott Kuggeleijn,24,2,2,17,0,0,0,0,2019
1948,Harshal Patel,22,2,2,15,0,0,0,0,2019
1949,Akshdeep Nath,22,8,0,0,5,2,1,0,2019
1950,Colin de Grandhomme,21.5,4,0,2,4,2,1,0,2019
1951,Murali Vijay,21,2,0,0,6,1,1,0,2019
1952,Basil Thampi,21,3,0,21,0,0,0,0,2019
1953,Shivam Dube,18.5,4,0,3,1,3,1,0,2019
1954,Jagadeesha Suchith,18,1,2,11,0,0,0,0,2019
1955,Mayank Markande,17,3,1,11,1,0,0,0,2019
1956,Shahbaz Nadeem,17,3,2,10,0,0,0,0,2019
1957,Harpreet Brar,15.5,2,0,7,2,1,0,0,2019
1958,Kulwant Khejroliya,13.5,2,1,10,0,0,0,0,2019
1959,Avesh Khan,12,1,0,7,1,0,1,0,2019
1960,Rinku Singh,12,5,0,0,1,2,1,0,2019
1961,Mohit Sharma,11.5,1,1,8,0,0,0,0,2019
1962,Varun Chakravarthy,11.5,1,1,8,0,0,0,0,2019
1963,Prithvi Raj,11.5,2,1,8,0,0,0,0,2019
1964,Ben Cutting,11.5,3,1,2,1,1,0,0,2019
1965,Rasikh Salam,10.5,1,0,8,0,0,1,0,2019
1966,Abhishek Sharma,9.5,3,1,1,1,0,1,0,2019
1967,Yusuf Pathan,9.5,10,0,1,1,1,1,0,2019
1968,Simran Singh,8.5,1,0,0,1,1,1,0,2019
1969,Carlos Brathwaite,8.5,2,0,6,1,0,0,0,2019
1970,Karn Sharma,7.5,1,1,4,0,0,0,0,2019
1971,Anukul Roy,7.5,1,1,4,0,0,0,0,2019
1972,Mahipal Lomror,7.5,2,0,0,2,0,1,0,2019
1973,Barinder Sran,7,2,0,7,0,0,0,0,2019
1974,Prayas Ray Barman,7,1,0,2,2,0,0,0,2019
1975,Sudhesan Midhun,6.5,1,0,4,0,0,1,0,2019
1976,Siddhesh Lad,6,1,0,0,1,1,0,0,2019
1977,KC Cariappa,4.5,1,0,1,0,1,0,0,2019
1978,Sam Billings,2.5,1,0,0,0,0,1,0,2019
1979,Nikhil Naik,2.5,1,0,0,1,0,0,0,2019
1980,Dhruv Shorey,0,1,0,0,0,0,0,0,2019
1981,Hanuma Vihari,0,2,0,0,0,0,0,0,2019
1982,Karun Nair,0,1,0,0,0,0,0,0,2019
1983,Joe Denly,0,1,0,0,0,0,0,0,2019
1984,Prashant Chopra,0,1,0,0,0,0,0,0,2019
1985,Ashton Turner,0,4,0,0,0,0,0,0,2019
1986,Heinrich Klaasen,0,3,0,0,0,0,0,0,2019
1987,Ricky Bhui,0,1,0,0,0,0,0,0,2019
