Match_ID,Season,Date,Team1,Team2,Toss_Winner,Toss_Decision,result,DL_Method,Winner,Win_By_Runs,Win_By_Wicket,Man_Of_The_Match,Venue,Umpire1,Umpire2,Umpire3,Total_Balls,Team1_Strength,Team2_Strength,Team1_Strength,Team2_Strength
206,2009,4/27/09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,92.0,,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,,219,545.5,477.6666666666667,30.305555555555557,38.729729729729726
207,2009,5/2/09,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Chennai Super Kings,18.0,,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,,246,221.42857142857142,27.666666666666668,24.21875,2.2739726027397262
208,2015,4/20/15,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6.0,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,,238,705.25,741.75,61.32608695652174,64.5
209,2012,5/12/12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,27.0,,RG Sharma,Eden Gardens,S Ravi,SJA Taufel,,245,318.9,351.6,31.264705882352942,27.46875
210,2008,5/24/08,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,10.0,,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,,248,271.75,396.7,22.033783783783782,30.9921875
211,2011,5/9/11,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Normal,0,Chennai Super Kings,63.0,,M Vijay,Sawai Mansingh Stadium,K Hariharan,SJA Taufel,,246,169.71428571428572,221.625,18.0,23.95945945945946
212,2017,4/9/17,Sunrisers Hyderabad,Gujarat Lions,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,9.0,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,,216,292.3,320.625,50.39655172413793,160.3125
213,2014,5/22/14,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Kolkata Knight Riders,30.0,,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,,247,286.5833333333333,239.41666666666666,26.053030303030305,20.818840579710145
214,2019,3/30/19,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,tie,0,,,,PP Shaw,Feroz Shah Kotla,AY Dandekar,Nitin Menon,,259,906.25,1690.5,362.5,281.75
215,2019,4/20/19,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,field,Normal,0,Delhi Daredevils,,5.0,SS Iyer,Feroz Shah Kotla,UV Gandhe,C Shamshuddin,,248,453.125,368.375,75.52083333333333,64.06521739130434
216,2014,5/4/14,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,4.0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,,250,239.41666666666666,250.25,16.511494252873565,31.28125
217,2010,3/28/10,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Normal,0,Mumbai Indians,41.0,,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,,239,405.0,841.25,405.0,841.25
218,2017,5/21/17,Mumbai Indians,Rising Pune Supergiant,Mumbai Indians,bat,Normal,0,Mumbai Indians,1.0,,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,,248,179.0,256.42857142857144,25.942028985507246,149.58333333333334
219,2011,4/29/11,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Normal,0,Royal Challengers Bangalore,26.0,,V Kohli,M Chinnaswamy Stadium,Aleem Dar,SS Hazare,,246,868.5,435.8333333333333,40.395348837209305,108.95833333333333
220,2018,4/25/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5.0,MS Dhoni,M.Chinnaswamy Stadium,NJ Llong,VK Sharma,,251,362.625,660.3333333333334,39.2027027027027,68.3103448275862
221,2012,4/12/12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Chennai Super Kings,,5.0,F du Plessis,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,RJ Tucker,,254,1865.0,1721.0,233.125,191.22222222222223
222,2013,4/5/13,Sunrisers Hyderabad,Pune Warriors India,Pune Warriors India,field,Normal,0,Sunrisers Hyderabad,22.0,,A Mishra,"Rajiv Gandhi International Stadium, Uppal",S Ravi,SJA Taufel,,237,941.75,237.5,75.34,109.61538461538461
223,2018,5/20/18,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,11.0,,A Mishra,Feroz Shah Kotla,HDPK Dharmasena,CK Nandan,,247,189.64285714285714,367.8,18.964285714285715,24.19736842105263
224,2016,5/8/16,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Normal,0,Sunrisers Hyderabad,85.0,,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,,226,219.57142857142858,196.94444444444446,17.666666666666668,33.443396226415096
225,2011,5/21/11,Delhi Daredevils,Pune Warriors India,Delhi Daredevils,bat,no result,0,,,,,Feroz Shah Kotla,SS Hazare,RJ Tucker,,63,192.85714285714286,217.91666666666666,18.75,65.375
226,2017,4/16/17,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,Normal,0,Rising Pune Supergiant,27.0,,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,,250,566.75,897.5,66.67647058823529,598.3333333333334
227,2013,5/12/13,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,5.0,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,,241,269.8333333333333,301.25,31.134615384615383,34.10377358490566
228,2015,4/12/15,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,3.0,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,,252,1410.5,742.5,128.22727272727272,148.5
229,2016,5/5/16,Delhi Daredevils,Rising Pune Supergiant,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,7.0,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,,248,185.57142857142858,191.91666666666666,15.464285714285714,82.25
230,2018,5/11/18,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Rajasthan Royals,,4.0,JC Buttler,Sawai Mansingh Stadium,M Erasmus,YC Barde,,252,311.4,396.2,33.84782608695652,49.525
231,2008,5/8/08,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4.0,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,,251,212.0,232.92857142857142,16.863636363636363,22.645833333333332
232,2017,4/19/17,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,15.0,,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,,245,730.75,725.0,112.42307692307692,60.416666666666664
233,2012,5/8/12,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,Normal,0,Kings XI Punjab,25.0,,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,BNJ Oxenford,,246,184.625,169.0,38.86842105263158,15.905882352941177
234,2013,5/2/13,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,15.0,,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,,242,263.9375,173.625,32.48461538461538,19.84285714285714
235,2014,5/23/14,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,15.0,,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,,243,355.875,186.08333333333334,20.335714285714285,15.087837837837839
236,2019,4/14/19,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,5.0,Imran Tahir,Eden Gardens,RJ Tucker,CK Nandan,,245,422.625,651.8333333333334,112.7,150.42307692307693
237,2011,4/24/11,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,Normal,0,Mumbai Indians,37.0,,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,AL Hill,,245,539.0,539.5,124.38461538461539,57.80357142857143
238,2017,5/14/17,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,10.0,,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,,249,362.5,161.92857142857142,25.43859649122807,20.241071428571427
239,2010,3/26/10,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,Normal,0,Rajasthan Royals,,8.0,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,,224,443.1666666666667,810.0,332.375,810.0
240,2013,4/16/13,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kings XI Punjab,4.0,,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel,,248,694.5,809.5,86.8125,124.53846153846153
241,2018,5/2/18,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,Normal,1,Delhi Daredevils,4.0,,RR Pant,Feroz Shah Kotla,VK Sharma,CK Nandan,,184,221.25,259.5,19.522058823529413,27.31578947368421
242,2015,4/30/15,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,7.0,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,,246,741.75,532.625,33.71590909090909,60.871428571428574
243,2012,5/23/12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Normal,0,Chennai Super Kings,38.0,,MS Dhoni,M Chinnaswamy Stadium,BF Bowden,HDPK Dharmasena,,249,233.125,219.75,25.54794520547945,21.4390243902439
244,2013,5/15/13,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,field,Normal,0,Pune Warriors India,7.0,,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,,244,231.28571428571428,203.57142857142858,27.913793103448278,75.0
245,2010,4/12/10,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Deccan Chargers,13.0,,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,,249,270.0,427.75,270.0,213.875
246,2008,5/21/08,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Normal,0,Royal Challengers Bangalore,14.0,,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,,247,326.1,254.5,23.630434782608695,18.71323529411765
247,2017,5/3/17,Kolkata Knight Riders,Rising Pune Supergiant,Rising Pune Supergiant,field,Normal,0,Rising Pune Supergiant,,4.0,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,,238,234.78571428571428,224.375,22.20945945945946,138.07692307692307
248,2011,5/12/11,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,18.0,,MS Dhoni,"MA Chidambaram Stadium, Chepauk",AM Saheba,SL Shastri,,246,354.6,337.5,33.45283018867924,24.545454545454547
249,2016,4/27/16,Delhi Daredevils,Gujarat Lions,Delhi Daredevils,field,Normal,0,Gujarat Lions,1.0,,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,,242,433.0,593.6666666666666,36.083333333333336,356.2
250,2013,4/29/13,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,4.0,SV Samson,Sawai Mansingh Stadium,M Erasmus,K Srinath,,246,491.875,602.5,59.621212121212125,47.56578947368421
251,2011,4/12/11,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,Normal,0,Rajasthan Royals,,6.0,SK Warne,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,,238,1188.0,1350.0,132.0,135.0
252,2010,3/12/10,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,Normal,0,Kolkata Knight Riders,11.0,,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,,254,1620.0,1222.5,1620.0,1222.5
253,2008,4/18/08,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Kolkata Knight Riders,140.0,,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,,225,1272.5,1172.0,60.595238095238095,68.94117647058823
254,2019,4/30/19,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,,,,,M.Chinnaswamy Stadium,UV Gandhe,NJ Llong,,51,377.25,224.75,32.80434782608695,35.48684210526316
255,2014,5/15/14,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Rajasthan Royals,62.0,,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,,251,344.875,223.3,28.153061224489797,17.72222222222222
256,2013,4/18/13,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Chennai Super Kings,86.0,,MEK Hussey,Feroz Shah Kotla,M Erasmus,VA Kulkarni,,234,726.75,1055.75,85.5,111.13157894736842
257,2010,3/14/10,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,Normal,0,Deccan Chargers,31.0,,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,,254,1826.5,1620.0,1826.5,1620.0
258,2011,4/16/11,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,8.0,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",RE Koertzen,S Ravi,,235,808.5,779.25,202.125,91.67647058823529
259,2008,4/27/08,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,Normal,0,Deccan Chargers,,10.0,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,202,734.75,679.25,45.921875,90.56666666666666
260,2014,5/14/14,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6.0,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,,242,300.3,507.875,42.9,34.432203389830505
261,2015,4/19/15,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Rajasthan Royals,,8.0,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,,234,742.5,1065.25,87.3529411764706,101.45238095238095
262,2011,5/7/11,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Normal,1,Kolkata Knight Riders,10.0,,Iqbal Abdulla,Eden Gardens,Asad Rauf,PR Reiffel,,186,220.21428571428572,253.28571428571428,19.5126582278481,25.695652173913043
263,2017,4/30/17,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Sunrisers Hyderabad,48.0,,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,,247,487.1666666666667,547.8333333333334,60.895833333333336,40.08536585365854
264,2010,4/10/10,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Deccan Chargers,,6.0,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,,244,324.0,304.4166666666667,324.0,260.92857142857144
265,2012,5/25/12,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,field,Normal,0,Chennai Super Kings,86.0,,M Vijay,"MA Chidambaram Stadium, Chepauk",BR Doctrove,SJA Taufel,,229,176.38888888888889,266.42857142857144,20.616883116883116,31.083333333333332
266,2016,4/30/16,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Sunrisers Hyderabad,15.0,,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,,246,354.5,469.0,77.06521739130434,45.75609756097561
267,2018,4/12/18,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,1.0,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,,245,1847.5,1839.0,615.8333333333334,229.875
268,2012,4/9/12,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,Normal,0,Mumbai Indians,,5.0,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,AK Chaudhary,JD Cloete,,243,492.3333333333333,439.5,77.73684210526316,32.55555555555556
269,2018,4/29/18,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Normal,0,Sunrisers Hyderabad,11.0,,KS Williamson,Sawai Mansingh Stadium,BNJ Oxenford,A Nand Kishore,,240,389.25,461.875,45.794117647058826,80.32608695652173
270,2019,4/2/19,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Normal,0,Rajasthan Royals,,7.0,S Gopal,Sawai Mansingh Stadium,AY Dandekar,M Erasmus,,246,449.5,251.5,74.91666666666667,71.85714285714286
271,2008,5/10/08,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Chennai Super Kings,18.0,,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,,253,543.5,557.5,32.61,31.556603773584907
272,2011,5/25/11,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,Normal,0,Mumbai Indians,,4.0,MM Patel,Wankhede Stadium,Asad Rauf,SJA Taufel,,241,231.21428571428572,256.9166666666667,22.171232876712327,20.282894736842106
273,2015,4/13/15,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,8.0,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,,237,1678.5,718.0,152.5909090909091,239.33333333333334
274,2012,4/28/12,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,bat,Normal,0,Kings XI Punjab,7.0,,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",BF Bowden,SK Tarapore,,248,466.25,450.6666666666667,56.515151515151516,34.666666666666664
275,2009,5/15/09,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,6.0,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,,249,41.5,314.375,2.8135593220338984,20.614754098360656
276,2018,5/25/18,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Normal,0,Sunrisers Hyderabad,14.0,,Rashid Khan,Eden Gardens,HDPK Dharmasena,Nitin Menon,,245,290.2857142857143,230.9375,28.619718309859156,41.98863636363637
277,2008,5/4/08,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Rajasthan Royals,,8.0,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,,209,330.5833333333333,271.75,34.19827586206897,25.4765625
278,2012,5/6/12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Normal,0,Mumbai Indians,,2.0,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,,248,251.14285714285714,207.22222222222223,21.975,27.426470588235293
279,2009,5/17/09,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Normal,0,Delhi Daredevils,14.0,,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,,251,33.2,143.125,2.6774193548387095,21.60377358490566
280,2016,5/7/16,Royal Challengers Bangalore,Rising Pune Supergiant,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,7.0,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,,244,234.5,164.5,19.74736842105263,71.96875
281,2011,4/27/11,Pune Warriors India,Chennai Super Kings,Pune Warriors India,bat,Normal,0,Chennai Super Kings,,8.0,DE Bollinger,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,,247,326.875,443.25,145.27777777777777,59.1
282,2018,4/15/18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Normal,0,Rajasthan Royals,19.0,,SV Samson,M.Chinnaswamy Stadium,C Shamshuddin,S Ravi,,251,725.25,1557.0,96.7,111.21428571428571
283,2019,4/17/19,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,Normal,0,Sunrisers Hyderabad,,6.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",UV Gandhe,IJ Gould,,227,382.625,488.875,191.3125,122.21875
284,2019,4/18/19,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,Normal,0,Mumbai Indians,40.0,,HH Pandya,Feroz Shah Kotla,BNJ Oxenford,NJ Llong,,247,604.1666666666666,653.6666666666666,100.69444444444444,122.5625
285,2011,4/27/11,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,Normal,0,Deccan Chargers,55.0,,I Sharma,Nehru Stadium,HDPK Dharmasena,AL Hill,,228,669.25,539.0,669.25,95.11764705882354
286,2018,4/14/18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,5.0,B Stanlake,Eden Gardens,AK Chaudhary,A Nand Kishore,,242,2032.0,1847.5,145.14285714285714,230.9375
287,2015,4/27/15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Normal,0,Sunrisers Hyderabad,20.0,,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,,245,327.375,359.0,35.391891891891895,71.8
288,2016,5/22/16,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Royal Challengers Bangalore,,6.0,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,,236,216.5,312.6666666666667,17.32,26.422535211267604
289,2014,5/6/14,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Normal,0,Mumbai Indians,19.0,,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,,252,203.35714285714286,205.21428571428572,17.574074074074073,18.416666666666668
290,2009,5/18/09,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Normal,0,Kolkata Knight Riders,,7.0,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,,250,258.3333333333333,155.85714285714286,26.271186440677965,17.046875
291,2016,5/14/16,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,Normal,0,Royal Challengers Bangalore,144.0,,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,,242,469.0,356.2,28.861538461538462,178.1
292,2008,5/4/08,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Mumbai Indians,29.0,,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,,238,244.91666666666666,212.0,19.335526315789473,19.025641025641026
293,2012,5/5/12,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,bat,Normal,0,Rajasthan Royals,43.0,,SR Watson,"Punjab Cricket Association Stadium, Mohali",JD Cloete,SJA Taufel,,251,169.0,189.5,17.789473684210527,17.925675675675677
294,2016,5/15/16,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Normal,0,Sunrisers Hyderabad,,7.0,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,,243,250.7,443.125,22.383928571428573,50.642857142857146
295,2009,5/16/09,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Normal,0,Chennai Super Kings,,7.0,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,,242,310.0,179.125,26.724137931034484,20.768115942028984
296,2018,5/23/18,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Normal,0,Kolkata Knight Riders,25.0,,AD Russell,Eden Gardens,AK Chaudhary,Nitin Menon,,247,338.6666666666667,222.42857142857142,29.88235294117647,24.714285714285715
297,2008,5/28/08,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Normal,0,Mumbai Indians,,9.0,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,,217,254.5,209.92857142857142,15.331325301204819,16.89080459770115
298,2011,5/24/11,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,6.0,SK Raina,Wankhede Stadium,Asad Rauf,SJA Taufel,,249,347.4,295.5,21.7125,31.105263157894736
299,2012,4/27/12,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Normal,0,Delhi Daredevils,37.0,,V Sehwag,Feroz Shah Kotla,Aleem Dar,BNJ Oxenford,,249,396.875,879.0,46.69117647058823,46.26315789473684
300,2019,4/1/19,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Normal,0,Kings XI Punjab,14.0,,SM Curran,"Punjab Cricket Association IS Bindra Stadium, Mohali",CB Gaffaney,AK Chaudhary,,245,736.75,906.25,294.7,302.0833333333333
301,2016,4/21/16,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Normal,0,Sunrisers Hyderabad,,10.0,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,,217,890.5,886.25,445.25,147.70833333333334
302,2018,4/11/18,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,Normal,1,Rajasthan Royals,10.0,,SV Samson,Sawai Mansingh Stadium,KN Ananthapadmanabhan,Nitin Menon,,146,1557.0,1327.5,222.42857142857142,147.5
303,2014,5/10/14,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Normal,0,Chennai Super Kings,,4.0,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,,246,474.5,616.0,30.28723404255319,47.38461538461539
304,2012,4/10/12,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Normal,0,Kolkata Knight Riders,42.0,,L Balaji,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,249,1721.0,1594.5,245.85714285714286,199.3125
305,2018,4/29/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Normal,0,Kolkata Knight Riders,,6.0,CA Lynn,M.Chinnaswamy Stadium,NJ Llong,AK Chaudhary,,246,290.1,508.0,32.233333333333334,53.473684210526315
306,2016,5/21/16,Gujarat Lions,Mumbai Indians,Gujarat Lions,field,Normal,0,Gujarat Lions,,6.0,SK Raina,Green Park,AK Chaudhary,CK Nandan,,236,296.8333333333333,219.57142857142858,137.0,19.2125
307,2011,5/6/11,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Normal,0,Royal Challengers Bangalore,85.0,,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,RB Tiffin,,246,248.14285714285714,222.64285714285714,19.087912087912088,19.00609756097561
308,2017,4/30/17,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,Normal,0,Kings XI Punjab,,10.0,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,,157,356.25,290.0,34.75609756097561,37.17948717948718
309,2010,4/9/10,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,Normal,0,Kings XI Punjab,,6.0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,,240,204.78571428571428,186.94444444444446,31.855555555555554,31.745283018867923
