POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
96,Iqbal Abdulla,65.5,5,7,41,0,0,0,0
97,Jason Holder,61.5,6,2,47,0,0,3,0
98,Steve Smith,61.5,7,0,0,15,4,4,0
99,Siddarth Kaul,60.5,6,4,44,0,0,1,0
100,Brett Lee,60,3,4,34,1,2,1,0
101,Manoj Tiwary,58.5,10,0,0,12,1,10,0
102,Wayne Parnell,56.5,4,6,33,0,0,1,0
103,Rishi Dhawan,56,6,2,34,3,0,3,0
104,Muttiah Muralitharan,55,6,3,42,0,0,1,0
105,Manish Pandey,53,7,0,0,11,3,6,0
106,Kedar Jadhav,52.5,12,0,0,8,5,4,2
107,Aditya Tare,52.5,5,0,0,14,5,0,0
108,Gurkeerat Mann Singh,48,11,0,0,10,3,4,1
109,Harmeet Singh Bansal,47,3,5,27,0,0,1,0
110,Biplap Samantray,47,8,0,0,13,2,3,0
111,Ryan Harris,43.5,3,1,40,0,0,0,0
112,Kane Richardson,43.5,3,2,28,2,1,0,0
113,Munaf Patel,42.5,4,3,32,0,0,0,0
114,Rajagopal Sathish,41,9,0,1,9,5,0,0
115,Roelof van der Merwe,40.5,3,3,25,2,0,0,0
116,Kumar Sangakkara,40,9,0,0,13,0,3,0
117,Arun Karthik,38.5,12,0,0,3,1,9,2
118,Zaheer Khan,38,2,5,18,0,0,1,0
119,Cheteshwar Pujara,37.5,4,0,0,14,0,1,0
120,Vikramjeet Malik,37,3,2,30,0,0,0,0
121,Ryan ten Doeschate,36,4,0,4,9,2,1,0
122,Ajantha Mendis,36,3,2,29,0,0,0,0
123,Debabrata Das,35,10,0,0,5,5,2,0
124,Abhishek Nayar,35,11,2,13,5,0,1,0
125,Tillakaratne Dilshan,35,5,0,0,12,0,2,0
126,Abu Nechim,34,2,3,21,0,0,1,0
127,Anand Rajan,33.5,2,2,24,0,0,1,0
128,Mayank Agarwal,33,5,0,0,6,3,3,0
129,Ali Murtaza,32.5,3,3,17,1,0,1,0
130,Tirumalasetti Suman,31.5,7,1,3,8,0,2,0
131,Ankeet Chavan,31.5,3,1,28,0,0,0,0
132,Manpreet Juneja,31,7,0,0,11,1,0,0
133,Rahul Shukla,30.5,3,3,15,0,0,2,0
134,Subramaniam Badrinath,30,18,0,0,11,0,1,0
135,Ryan McLaren,30,2,3,17,0,0,1,0
136,Wriddhiman Saha,29,3,0,0,6,4,0,0
137,Saurabh Tiwary,29,9,0,0,4,4,2,0
138,Akshath Reddy,27.5,7,0,0,9,0,2,0
139,Jasprit Bumrah,26.5,2,3,16,0,0,0,0
140,Shaun Tait,26.5,3,1,23,0,0,0,0
141,Mohammed Shami,24.5,3,1,21,0,0,0,0
142,Pravin Tambe,23.5,3,1,20,0,0,0,0
143,Syed Mohammad,23,4,3,10,1,0,0,0
144,Glenn Maxwell,21,3,0,2,1,4,1,0
145,Nathan Coulter-Nile,20.5,1,1,11,0,1,1,0
146,Ajit Agarkar,19.5,4,0,17,0,0,1,0
147,Jeevan Mendis,19.5,3,1,11,0,0,2,0
148,Marlon Samuels,16.5,2,1,8,1,0,1,0
149,Luke Pomersbach,16,3,0,0,5,1,0,0
150,Sumit Narwal,16,2,0,6,4,0,0,0
151,Ricky Ponting,16,6,0,0,3,1,2,0
152,Bhargav Bhatt,15.5,2,1,12,0,0,0,0
153,Laxmi Ratan Shukla,15.5,4,1,7,0,0,2,0
154,Parveez Rasool,15.5,2,1,12,0,0,0,0
155,Harmeet Singh,15.5,1,1,12,0,0,0,0
156,Pawan Suyal,15,1,1,9,0,0,1,0
157,Lokesh Rahul,15,5,0,0,4,0,2,0
158,Bipul Sharma,14.5,1,1,11,0,0,0,0
159,Dan Christian,14,2,0,14,0,0,0,0
160,CM Gautam,13.5,3,0,0,4,1,0,0
161,Ross Taylor,13.5,5,0,0,2,1,2,0
162,Ben Laughlin,12.5,2,1,9,0,0,0,0
163,Andre Russell,12.5,3,0,10,0,0,1,0
164,Krishnakant Upadhyay,12.5,2,0,10,0,0,1,0
165,Abhimanyu Mithun,12.5,1,1,9,0,0,0,0
166,Quinton de Kock,12.5,3,0,0,1,0,3,1
167,Ankit Rajpoot,11.5,2,1,8,0,0,0,0
168,Raiphi Gomez,11.5,2,0,4,1,0,2,0
169,Jacob Oram,11,1,0,11,0,0,0,0
170,Ishwar Pandey,10.5,2,1,7,0,0,0,0
171,Pradeep Sangwan,9.5,2,0,7,1,0,0,0
172,Yuzvendra Chahal,8,1,0,8,0,0,0,0
173,Mithun Manhas,7.5,3,0,0,1,0,2,0
174,Kushal Janith Perera,7.5,2,0,0,3,0,0,0
175,Andrew McDonald,7.5,1,1,4,0,0,0,0
176,Ankit Sharma,7.5,1,0,5,0,0,1,0
177,Dimitri Mascarenhas,7,1,0,7,0,0,0,0
178,Samuel Badree,7,1,0,7,0,0,0,0
179,Sarabjit Ladda,6.5,1,1,3,0,0,0,0
180,Bharat Chipli,6,1,0,0,1,1,0,0
181,Naman Ojha,5,2,0,0,1,0,1,0
182,Michael Neser,5,1,0,5,0,0,0,0
183,Mahesh Rawat,5,2,0,0,0,0,1,1
184,Udit Birla,5,2,0,0,1,0,1,0
185,Brad Hogg,5,1,0,5,0,0,0,0
186,Owais Shah,5,2,0,0,2,0,0,0
187,Sachin Baby,5,4,0,0,0,0,2,0
188,Pawan Negi,3,1,0,3,0,0,0,0
189,Brendon McCullum,2.5,1,0,0,1,0,0,0
190,Paras Dogra,2.5,1,0,0,0,0,1,0
191,Abhinav Mukund,2.5,1,0,0,1,0,0,0
192,Srikkanth Anirudha,0,1,0,0,0,0,0,0
193,Venugopal Rao,0,1,0,0,0,0,0,0
194,Paul Valthaty,0,1,0,0,0,0,0,0
195,Ashok Menaria,0,1,0,0,0,0,0,0
196,Karun Nair,0,2,0,0,0,0,0,0
197,Dwaraka Ravi Teja,0,2,0,0,0,0,0,0
198,Thalaivan Sargunam,0,1,0,0,0,0,0,0
