POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
89,Ashok Dinda,95,7,9,61,0,0,1,0
90,Pawan Negi,92,8,7,49,4,1,2,0
91,Ankeet Chavan,89.5,8,7,55,2,0,2,0
92,Kumar Sangakkara,89,12,0,0,21,4,9,0
93,Shaun Tait,88.5,6,6,65,0,0,1,0
94,Manoj Tiwary,88,16,0,0,21,3,10,0
95,Ryan Harris,87,5,8,48,1,1,2,0
96,Ankit Sharma,83,9,4,62,0,2,0,0
97,Ashok Menaria,81.5,15,1,10,14,8,2,0
98,Pankaj Singh,81.5,6,7,57,0,0,0,0
99,Doug Bollinger,79,6,8,46,0,0,2,0
100,Adam Gilchrist,79,7,0,0,21,4,5,0
101,Parthiv Patel,76.5,14,0,0,19,4,5,1
102,Wayne Parnell,76,6,5,51,2,0,1,0
103,Nitin Saini,72.5,10,0,0,16,0,11,2
104,Iqbal Abdulla,72.5,9,4,46,0,0,5,0
105,Subramaniam Badrinath,72,15,0,0,23,2,3,0
106,Manpreet Gony,71,6,3,58,0,0,1,0
107,Dimitri Mascarenhas,67,4,7,35,1,0,2,0
108,Nuwan Kulasekara,64.5,5,4,38,1,0,4,0
109,Harmeet Singh Bansal,64,7,6,33,3,0,1,0
110,Ajit Chandila,64,4,5,39,0,0,3,0
111,Ross Taylor,62,12,0,0,12,7,3,0
112,Michael Clarke,61.5,6,2,22,12,0,1,0
113,Stuart Binny,61,8,3,15,9,3,1,0
114,Manish Pandey,58.5,10,0,0,12,6,3,0
115,KP Appanna,58.5,7,6,35,0,0,1,0
116,Saurabh Tiwary,58,15,0,0,9,8,3,0
117,Andrew McDonald,57.5,4,5,18,6,2,0,0
118,Debabrata Das,56,15,0,0,9,6,5,0
119,Daniel Harris,54,4,0,4,11,5,2,0
120,Yogesh Nagar,54,13,0,1,13,3,4,0
121,Dhawal Kulkarni,54,2,6,23,2,0,2,0
122,Laxmi Ratan Shukla,51,11,1,5,4,5,6,0
123,Andre Russell,49.5,4,1,28,3,3,0,0
124,Mithun Manhas,49,10,0,0,10,4,4,0
125,Alfonso Thomas,49,4,3,30,1,1,1,0
126,Robin Peterson,45,5,3,21,3,1,1,0
127,Richard Levi,44,6,0,0,10,4,2,0
128,Gurkeerat Mann Singh,42,5,0,0,12,2,2,0
129,Bipul Sharma,41,5,0,13,6,3,1,0
130,Venugopal Rao,40.5,10,0,3,8,5,0,0
131,Bhargav Bhatt,36.5,5,2,26,0,1,0,0
132,Ajit Agarkar,35.5,4,3,20,0,0,2,0
133,Roelof van der Merwe,35.5,3,2,26,0,0,1,0
134,Shreevats Goswami,33.5,11,0,0,4,1,4,4
135,David Miller,31.5,6,0,0,6,4,1,0
136,Yo Mahesh,31,5,3,18,0,0,1,0
137,Anand Rajan,28.5,4,3,18,0,0,0,0
138,Abhishek Jhunjhunwala,28.5,5,1,14,1,1,2,0
139,Akshath Reddy,28.5,5,1,3,6,2,0,0
140,Juan Theron,27.5,2,2,18,1,0,0,0
141,Marchant de Lange,27.5,3,3,17,0,0,0,0
142,James Faulkner,27,2,3,14,0,0,1,0
143,Herschelle Gibbs,27,3,0,0,8,2,0,0
144,Doug Bracewell,25.5,1,3,10,1,0,1,0
145,Anustup Majumdar,24.5,4,0,0,7,2,0,0
146,Siddharth Chitnis,23.5,6,0,0,7,1,1,0
147,TP Sudhindra,21.5,3,1,18,0,0,0,0
148,Aaron Finch,20,2,0,0,8,0,0,0
149,Unmukt Chand,18,2,0,0,2,3,1,0
150,Clint McKay,17.5,2,1,14,0,0,0,0
151,Dishant Yagnik,17.5,5,0,0,5,0,2,0
152,Bharat Chipli,17,5,0,0,3,2,1,0
153,Ryan ten Doeschate,14,3,1,2,1,1,1,0
154,Paul Valthaty,13.5,6,0,1,4,0,1,0
155,Krishnakant Upadhyay,13.5,1,0,10,0,1,0,0
156,Sreenath Arvind,12.5,1,0,5,3,0,0,0
157,Cheteshwar Pujara,11,3,0,0,1,1,2,0
158,Syed Mohammad,10.5,2,0,8,1,0,0,0
159,Callum Ferguson,10,4,0,0,3,0,1,0
160,Srikkanth Anirudha,9.5,4,0,0,1,2,0,0
161,Glenn Maxwell,9.5,2,1,6,0,0,0,0
162,Abhishek Nayar,8.5,4,0,0,2,1,0,0
163,Pradeep Sangwan,8.5,1,1,5,0,0,0,0
164,Tirumalasetti Suman,8.5,2,0,0,1,1,1,0
165,Thisara Perera,7,2,0,2,0,0,2,0
166,Chris Lynn,5,1,0,0,1,0,1,0
167,Abu Nechim,5,1,0,5,0,0,0,0
168,Rahul Shukla,5,1,0,5,0,0,0,0
169,Ali Murtaza,5,1,0,5,0,0,0,0
170,Abhimanyu Mithun,5,1,0,5,0,0,0,0
171,Ramesh Powar,3,1,0,3,0,0,0,0
172,Ishank Jaggi,2.5,3,0,0,0,0,1,0
173,Tanmay Mishra,2.5,1,0,0,0,0,1,0
174,Dwaraka Ravi Teja,2.5,2,0,0,1,0,0,0
175,Paras Dogra,2.5,3,0,0,0,0,1,0
176,Davy Jacobs,2.5,1,0,0,0,0,1,0
177,Mohnish Mishra,2.5,1,0,0,1,0,0,0
178,Mohammad Kaif,2.5,1,0,0,1,0,0,0
179,Raju Bhatkal,2.5,1,0,0,0,0,1,0
180,Jaydev Unadkat,2,1,0,2,0,0,0,0
181,Luke Wright,2,1,0,2,0,0,0,0
182,Asad Pathan,2,2,0,2,0,0,0,0
183,Wriddhiman Saha,0,4,0,0,0,0,0,0
184,Biplap Samantray,0,1,0,0,0,0,0,0
185,Sunny Gupta,0,1,0,0,0,0,0,0
186,Suryakumar Yadav,0,1,0,0,0,0,0,0
187,Aiden Blizzard,0,1,0,0,0,0,0,0
188,Harpreet Singh,0,1,0,0,0,0,0,0
189,Arun Karthik,0,1,0,0,0,0,0,0
