POS,PLAYER,Pts,Mat,Wkts,Dots,4s,6s,Catches,Stumpings
106,Adam Milne,45.5,4,3,25,0,0,4,0
107,Rahul Tewatia,43.5,3,3,23,4,0,0,0
108,Suryakumar Yadav,43,10,0,0,8,3,5,0
109,Mohammad Nabi,41,3,2,34,0,0,0,0
110,KC Cariappa,38.5,4,4,22,0,0,1,0
111,Tim Southee,37.5,3,3,21,0,1,1,0
112,Vijay Shankar,36,4,0,0,12,1,1,0
113,Ambati Rayudu,35.5,5,0,0,7,3,3,0
114,Ishant Sharma,34.5,6,0,32,1,0,0,0
115,T Natarajan,31,6,2,24,0,0,0,0
116,Naman Ojha,30.5,14,0,0,2,3,6,0
117,Eoin Morgan,29.5,4,0,0,6,2,3,0
118,David Miller,29,5,0,0,4,4,2,0
119,Jason Roy,28.5,3,0,0,9,1,1,0
120,Marcus Stoinis,27,5,2,10,1,0,3,0
121,Ashok Dinda,27,3,1,21,1,0,0,0
122,Billy Stanlake,26.5,2,2,17,0,0,1,0
123,Rahul Chahar,25.5,3,2,16,0,0,1,0
124,Rajat Bhatia,24.5,3,2,9,0,1,2,0
125,Saurabh Tiwary,22.5,1,0,0,9,0,0,0
126,Deepak Chahar,22.5,3,1,12,0,2,0,0
127,Harshal Patel,18.5,1,3,8,0,0,0,0
128,Sheldon Jackson,17.5,4,0,0,5,0,2,0
129,Marlon Samuels,17,5,0,5,1,2,1,0
130,Angelo Mathews,16.5,3,0,3,2,1,2,0
131,Nathu Singh,16.5,2,1,13,0,0,0,0
132,Carlos Brathwaite,14.5,2,1,6,2,0,0,0
133,Avesh Khan,14.5,1,1,11,0,0,0,0
134,Munaf Patel,13.5,2,1,10,0,0,0,0
135,Jayant Yadav,13,2,0,13,0,0,0,0
136,Swapnil Singh,13,4,1,7,0,0,1,0
137,Vinay Kumar,13,1,2,6,0,0,0,0
138,Iqbal Abdulla,13,2,2,6,0,0,0,0
139,Shubham Agarwal,13,1,1,7,0,0,1,0
140,Vishnu Vinod,11,3,0,0,1,1,0,2
141,Matt Henry,10.5,2,1,7,0,0,0,0
142,Sachin Baby,10,3,0,0,2,0,2,0
143,Mayank Agarwal,10,3,0,0,3,0,1,0
144,Ankit Sharma,9.5,1,0,1,2,1,0,0
145,Aditya Tare,7.5,3,0,0,3,0,0,0
146,Ishank Jaggi,7.5,2,0,0,3,0,0,0
147,Anureet Singh,7,1,0,2,2,0,0,0
148,Tejas Baroka,6,1,0,6,0,0,0,0
149,Chris Jordan,5.5,1,1,2,0,0,0,0
150,Shakib Al Hasan,5,1,0,5,0,0,0,0
151,Barinder Sran,4,1,0,4,0,0,0,0
152,Manpreet Gony,4,1,0,4,0,0,0,0
153,Shadab Jakati,4,2,0,4,0,0,0,0
154,Irfan Pathan,4,1,0,4,0,0,0,0
155,Mustafizur Rahman,3,1,0,3,0,0,0,0
156,Ankit Bawne,2.5,1,0,0,1,0,0,0
157,Darren Bravo,2.5,1,0,0,1,0,0,0
158,Faf du Plessis,2.5,2,0,0,1,0,0,0
159,Gurkeerat Mann Singh,0,2,0,0,0,0,0,0
160,Rinku Singh,0,1,0,0,0,0,0,0
161,Akshdeep Nath,0,1,0,0,0,0,0,0
